image,missing_fraction,NRMSE,PSNR
0024.png,0.4,0.03716974155717296,28.596209171243338
0025.png,0.4,0.036232240260972035,28.818096248981334
0026.png,0.4,0.05620003669543203,25.005268017224314
0027.png,0.4,0.03819747941798348,28.359305888874708
0028.png,0.4,0.041343372660267885,27.671881958142613
0029.png,0.4,0.024468304155623455,32.22792259202165
0030.png,0.4,0.033591887739604503,29.475311794642014
0031.png,0.4,0.01827571737057361,34.76251133641223
0032.png,0.4,0.027278732605964213,31.28351622504907
0033.png,0.4,0.0774227176154051,22.222631771511455
0034.png,0.4,0.018031900404665856,34.87917000047523
0035.png,0.4,0.05982140666768665,24.46286757974445
0036.png,0.4,0.03135103523554897,30.074962277103392
0037.png,0.4,0.03968729751482408,28.02696946270268
0038.png,0.4,0.02040211539030303,33.80649600961313
0039.png,0.4,0.03228511672118795,29.819952782792562
0040.png,0.4,0.025432945007608666,31.89206695574668
0041.png,0.4,0.021986220932175005,33.15698824529448
0042.png,0.4,0.016131100618150537,35.84671999743778
0043.png,0.4,0.0368573109112378,28.669527076865656
0044.png,0.4,0.03067856794924636,30.26329833530567
0045.png,0.4,0.01764393104481915,35.068092963591326
0046.png,0.4,0.042344284099449146,27.46410410411757
0047.png,0.4,0.01702144494931034,35.38007150914646
0048.png,0.4,0.04545605237152256,26.848165665096957
0049.png,0.4,0.033942990540376035,29.384997938087913
0050.png,0.4,0.023748967427693314,32.487105363059015
0051.png,0.4,0.042004409582444995,27.534102307851796
0052.png,0.4,0.04908576607216814,26.18088853331088
0053.png,0.4,0.02732684199203524,31.268211087096947
0054.png,0.4,0.018770629386183724,34.53042330158058
0055.png,0.4,0.028478054402715523,30.909793693279155
0056.png,0.4,0.03516155704161207,29.078638030550206
0057.png,0.4,0.06169773163105369,24.194616057495892
0058.png,0.4,0.026155300113231604,31.64880584783114
0059.png,0.4,0.016798929578866376,35.49436780929495
0060.png,0.4,0.018620797823306678,34.60003430507775
0061.png,0.4,0.015046056211729147,36.45154639998678
0062.png,0.4,0.0223118485121578,33.02928894808976
0063.png,0.4,0.014671689377069747,36.67039752559204
